"Type"|"Name"|"Status"|"Risk Ranking"|"Affected Entity"|"Deficiency"|"Details or Resolution Options"
"Existing Safeguard"|"Refrigerating-machinery room and its safety systems are adequately built, controlled, located, inspected, tested, and maintained"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
Taking into account that some ammonia leaks, either inside or outside the refrigerating-machinery room (the room) for the facility's ammonia-refrigeration system, cannot practically be controlled by the room's safety systems and so would require incident-specific evacuation or shelter-in-place -- the room:
* was built per [CODE CITATION, IF ANY],
* is adjacent to [DESCRIBE SURROUNDINGS],
* has some explosion venting provided by ventilation inlets and outlets and by its roof, which are reasonably safely located for this,
* has adequate access and egress, including 
- clear heights and aisles between equipment and piping,
- that complies with the applicable building code, if any (otherwise in refrigerating-machinery rooms, without automatic sprinkler systems [unsprinklered], building-code requirements often include a maximum 75-foot 'common path of egress travel', which is 'that portion of exit access travel distance measured from the most remote point of each room, area or space to that point where the occupants have separate and distinct access to two exits or exit access doorways', so if a unsprinklered refrigerating-machinery room had only one exit or exit access doorway, no part of that room should be further than 75-feet from that doorway, and if such a room had more than one exit or exit access doorway, there should be neither blind aisles nor alcoves more than 75 feet deep without an exit or exit access doorway, see for example International Building Code 2018, Chapter 10, specifically Section 1006), 
- no part of the room is further than 150-feet from an exit or exit access doorway, unless permitted by the building code, 
- if the room's floor area is greater than 1,000 square feet, it has more than one exit or exit access doorway horizontally separated by more than half of the room's maximum horizontal dimension (one may be accessed by a fixed ladder or alternating-tread device), 
- each exit or exit access doorway is equipped with panic hardware and swings open in the direction of egress travel, 
- fire rating of doors is 
> same as exterior wall, if to outside, or 
> 1-hour, if to inside and the room is unsprinklered (IIAR 2-2021, 5.16.6 and 6.10; IIAR 9-2020 7.3.3 and 7.3.9), and 
- the room is kept tidy and its floors are not slippery, such as due to oil spills or similar, 
* has neither open flames nor surfaces greater than 800 F (427 C) in the room, except: 
- fuel-burning appliances that 
> are shutoff by a sensor upon detection of ammonia at the concentration that starts the emergency ventilation or 
> have a sealed combustion chamber reliably fed by air from outside the room that is reasonably unlikely to contain ammonia during a leak and 
- matches and sulfur sticks used to detect leaks if any ongoing oil or ammonia draining or charging has been stopped once the leak started (IIAR 9-2020 7.3.5), 
* has access to safety showers and eye/face washes, built and maintained following ANSI/ISEA Z358.1, including 
- one inside the room, 
- one outside the room and a maximum 10-second travel time (typically 55 feet) from its door, and 
- additional as needed for a maximum 10-second travel time (typically 55 feet), without doors or other obstructions in the travel path, from all walking-working surfaces in the room to the safety shower and eye/face wash (IIAR 9-2020 7.3.7), 
* has floor drains or equivalent as needed to keep the floor reasonably free of water, with engineered or administrative means for handling oil or other liquid spills (IIAR 9-2020 7.3.8),
* has at least one tamper-resistant, off-only, ammonia-refrigeration emergency-stop switch/button (E-stop), located near the room and where reasonably likely to remain safe and accessible during ammonia releases, and which shuts off the electrical-power supply to 
- all ammonia-refrigeration system 
> compressors, 
> pumps, and
> normally-closed control valves that are not part of an emergency-control system, such as solenoid valves for liquid and hot-gas supply, and
- all other electrically powered equipment in the refrigerating-machinery room that could serve as an ignition source, such as water and chemical feed pumps, but
- it doesn't shut off safety systems, such as ammonia-in-air sensors and alarms, emergency lighting, and emergency ventilation, which are built to have a low likelihood of creating an ignition source, 
[VERIFY ABOVE AND DETAIL ANY E-STOP BUTTONS FOR ONLY PORTIONS OF THE REFRIGERATION SYSTEM.]
* has ammonia sensor(s) in the room, 
- sampling where ammonia concentrations could likely be highest (so not near fresh-air inlets), 
- in enough locations, considering the size of the room, 
- accessible for inspection, testing, and maintenance (ITM), 
- connected to detectors and alarm systems adequate to, at or below the following parts per million by volume, ammonia concentrations in air (ppm) 
no ppm signal, such as due to a malfunction or a power loss on the dedicated-branch electrical circuit for these systems -- notify Owner/Operator representatives qualified to muster assistance in emergencies and likely to be reachable on holidays and off hours (so alarms in an always-attended location or the alarm system can call out to multiple people's phones or a reliable answering service with a call list), 
25 ppm -- activate audible (15 decibels above average-ambient and 5 decibels above expected maximum-ambient sound pressure) and visible alarms in the room and outside its doors (automatic reset allowed once concentration falls below 25 ppm), 
50 ppm (preferably 25 ppm) -- notify Owner/Operator representatives, similarly to 'no ppm signal' above, 
1000 ppm (preferably no higher than 150 ppm, which is half the immediately dangerous to life or health, IDLH, concentration) -- activate the room's emergency ventilation (manual reset required), and 
40,000 ppm (preferably no higher than 15,000 ppm, which is approximately one tenth, 10%, of the lower flammability limit, LFL, of ammonia in dry air, but mixtures of ammonia gas and lubricating-oil mists are more flammable than ammonia alone) -- trigger the same response as the above-described E-stop (manual reset required) (IIAR 2-2021 6.13 and IIAR 9-2020 7.3.12),
* is well sealed, so that 
- the fire ratings of its envelop (walls, floors, ceilings, and so forth) are maintained, 
- air could not flow between the room and other interior spaces, including around or inside things that penetrate its envelop, such as piping, conduits, or ducts, and access panels for ducts were gasketed and tight fitting (IIAR 9-2020 7.3.2.1, 7.3.2.5, and 7.3.6.2),
* has adequate signs outside its entrances and for its safety systems,
* has adequately safe storage of flammable and combustible materials, if any, such as
- all of these are stored in approved fire-rated storage containers (IIAR 9-2020 7.3.4), 
- their quantities are kept to the minimum needed for operations and maintenance, and 
- their quantities and proximity are equal to or less that what was assumed in design scenarios for all pressure-relief systems in the room or nearby, 
* has emergency, occupant/normal, and temperature-control ventilation 
- with air intakes located where reasonably likely to supply clean outdoor air,
- with adequate exhaust and makeup air flows,
- that sweep the room adequately and without excessive short-circuiting,
- that don't serve other rooms,
* has emergency-ventilation inlets built to avoid failing shut, such as louvers or dampers that open or unlatch on power loss,
* has any backup power and also restart after power outages built to avoid creating ignition sources in flammable atmospheres, such as ammonia sensors that turn on emergency ventilation if needed before any equipment that could create a ignition source receives backup or restored electrical power,
* has exhaust fans that all have:
- non-sparking blades, preferably Air Movement and Control Association (ACMA) Standard 99, type A or B (Spark A or B) spark-resistant construction, and 
- totally-enclosed motors, unless the motor is very unlikely to get exposed to a flammable atmosphere while energized, for example outdoors and not in the exhaust-air stream or that shuts/stays off when the emergency-ventilation starts,
* has an emergency-ventilation outlet(s) that discharges
- upward [OPTION: ADD DETAILS, PER APPLICABLE CODE, SUCH AS 2,500 FEET PER MINUTE PER IIAR 2-2010 TO 2021], above the roof of the refrigerating-machinery room,
- adequately far from air intakes, doors, ladders, property boundaries, walkways, windows that are sometimes open, and work areas,
- where it is reasonably unlikely to contaminate breathing air, in excess of 150 ppm, 220 ppm, or another reasonable target -- considering any nearby higher roofs and air recirculation (swirling and eddies) on the downwind side of the building with the ventilation outlet -- in
> areas where people are routinely present or
> exit routes from normally occupied spaces, 
150 ppm is the 1-hour exposure 2016 ERPG-2 (American Industrial Hygiene Association, Emergency Response Planning Guideline 2) -- the maximum airborne concentration below which nearly all people could be exposed for up to 1 hour without experiencing or developing irreversible or other serious health effects or symptoms which could impair a persons ability to take protective action.
220 ppm is both the 10 and 30-minute exposure 2017 AEGL-2 (Acute Exposure Guideline Levels, published by the U.S. EPA) -- the concentration above which it is predicted that the general population, including susceptible individuals, could experience irreversible or other serious, long-lasting adverse health effects or an impaired ability to escape.
* has an electrical-power supply for emergency ventilation, safety alarms, and emergency lighting that is not shutoff by any emergency-stop switch/button, ammonia sensors, and similar,  
* has alarms on loss of power or known failure of ventilation systems that notify Owner/Operator representatives qualified to muster assistance in emergencies and likely to be reachable on holidays and off hours (so alarms in an always-attended location or the alarm system can call out to multiple people's phones or a reliable answering service with a call list), (IIAR 9-2020 7.3.13.2)
* has temperature control via thermostat [OR DESCRIBE OTHER ADEQUATE CONTROL],
* has emergency-ventilation control via manual on/auto switch and ammonia sensors,
* has an emergency-ventilation turn-on set point of 150 ppm or lower, so the concentration in the discharged air would, at least initially, typically be below the 300 ppm IDLH concentration.
* If work needs to be done near where exposure to ammonia in emergency or normal ventilation discharges could occur, appropriate precautions are taken.
For additional information see the:
* posted signs, such as near alarm lights,
* [EMERGENCY ACTION PLAN OR OTHER DOCUMENT], 
* process-safety information for as-built documentation, and
* maintenance-management system for ITM scheduling, methods, and documentation."
"Existing Safeguard"|"Replacement parts for the ammonia-refrigeration system, including controls, electrical, and motors, are fit for their service."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Administrative
Replacement parts, for the facility's ammonia-refrigeration system, are: 
* parts that the original equipment manufacturer (OEM) recommends as a replacement-in-kind for the old part,
* parts recommended by the OEM or another reputable manufacturer as a substitute that meets 
- the design specification of the old part and 
- the service requirements for this part, but
- only if this manufacturer recommendation is confirmed by the facility's qualified ammonia-refrigeration system contractor or the responsible individual(s), per the Owner/Operator management system, or
* otherwise, change management is required to use a replacement part that does not meet the design specification for the old part."
"Existing Safeguard"|"Safe-work practices, including for confined spaces, electrical, hot work, lifts and vehicles, mechanical, and lockout-tagout."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Administrative
The Owner/Operator has implemented policies, notifications, and training as needed at the facility for the following.
* Ammonia-refrigeration system.
- All facility employees and contractors are notified or trained that only authorized personnel can touch the ammonia-refrigeration system, including:
> controls,
> valves, or
> work of any kind.
- If opening the ammonia-refrigeration system to the atmosphere, these authorized personnel get and follow:
> applicable lockout-tagout policies and/or procedures and
> a system-opening permit (also called line-breaking permit) and/or
> a procedure for the activity that is described in writing and approved by the facility's qualified ammonia-refrigeration system contractor or the responsible individual(s), per the Owner/Operator management system, such as for routine oil draining or for tie-in of new equipment;
- the above address and, as needed, have warnings about:
> verifying no leak-by (backflow across) check valves when compressors or pumps are shutoff,
> ammonia buildup under rarely opened seal caps, covering valve stems without hand wheels,
> packing leaks, especially when valves are moved off their fully back-seated position,
> loosening threaded bonnets when turning the stems of control or stop valves, if applicable,
> properly lubricating valve stems (but not with copper-containing anti-seize),
> not using too much force when turning valve stems or seal caps,
> trapping liquid ammonia when shutting valves,
> leaks when equipment or piping is opened to the atmosphere, such as from leak by the seat of an isolating valve, which may be addressed by monitoring pressure after isolating but before opening part of the ammonia-refrigeration system,
> shock cooling, including by venting equipment or piping that still contains liquid ammonia to the atmosphere,
> draining oil from a compressor without shutting off and locking out its oil heater,
> accidental return of hazardous energy to opened equipment or piping,
> leaks or shocks when valves are opened to put equipment back in service.
- If connecting joints (bolted, threaded, welded...) or support fasteners, these authorized personnel:
> follow applicable good practices, procedures, and manufacturer instructions, such as
> for threaded joints, clean threads and apply pipe-thread compound or equivalent, compatible with the ammonia-refrigeration system, before properly tightening.
- If disabling safety systems for maintenance, such as emergency ventilation, these authorized personnel:
> follow a procedure for the activity that is described in writing and approved by the facility's qualified ammonia-refrigeration system contractor or the responsible individual(s), per the Owner/Operator management system,
- If replacing pressure-relief valves, these authorized personnel:
> get and follow a system-opening permit (also called line-breaking permit),
> when practical, pump down to suction pressure and safely isolate equipment and piping before replacing the pressure-relief valve(s) serving that equipment and piping (except for large vessels, like the receiver and recirculator vessels, this is often practical and safe), and 
> otherwise (if not practical to isolate before replacement) they (A) check that the ammonia-refrigeration system is operating properly before starting pressure-relief valve replacement, (B) have a watcher who can initiate emergency plans, including any needed and safe leak mitigation, and (C) wear appropriate personal protective equipment, considering the possibility that another pressure-relief valve opens on a shared inlet valve or shared outlet relief-vent piping or that they accidentally remove an in-service pressure-relief valve,
- After a  power failure, leak, or emergency shutdown, these authorized personnel follow (or develop for Owner/Operator approval prior to restart) procedures for these that cover:
> how the ammonia-refrigeration system, including its controls, responds to power blips, outages, and power restoration (including interrupted defrosting, if applicable),
> any needed human actions during outages or upon power restoration,
> restart after shutdowns due to a high level in a vessel that feeds compressors, and
> restart after ammonia leaks or emergency shutdowns.
* Arc flash and electrical -- see the Owner/Operator's program for the facility.
* Confined spaces -- see the Owner/Operator's program for the facility.
* Hot work -- see the Owner/Operator's program for the facility.
* Lockout-tagout for control of hazardous energy -- see the Owner/Operator's program for the facility.
* Operating lifts, vehicles, or similar at the facility -- see the Owner/Operator's program(s) for the facility covering:
- powered industrial trucks (forklifts, lift trucks, and so forth),
- contractors who work or provide services at the facility,
- employees,
- truck drivers hauling loads to or from the facility, but
- not covering visitors driving into or from the visitor or nearby employee parking spaces.
* Rigging and construction work is also limited to authorized personnel by the Owner/Operator.
* Other mechanical work is also limited to authorized personnel by the Owner/Operator, including on controls, ducts, equipment, piping, or power supplies for boilers, compressed air, heating, combustible or flammable gases or liquids (oil, natural gas...), non-ammonia refrigeration and air conditioning, steam, ventilation, or water.
* Personal-protective equipment (PPE) is called for as needed in all procedures and policies described in this existing safeguard.
* Pre-work notifications are given to supervisors whose operations or work spaces would be affected by non-routine work. At the facility,
- cooling and heating are important for production and quality control, so 
- anything that would affect them, even temporarily, typically gets attention by a range of personnel,
- unusual temperature changes, that occur without a pre-work notification, will likely be reported to appropriate personnel.
* Temporary safety measures, such as ventilation or eye/face washes, are called for as needed in all procedures and policies described in this existing safeguard."
"Existing Safeguard"|"Safety and improvements ideas are encouraged and assessed through informal talking, routine meetings, and suggestion systems."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Administrative
See the facility's plans, programs, and records for
* safety meetings and feedback,
* employee participation, including for process-safety management (PSM) compliance."
"Existing Safeguard"|"Safety, training, contractor, and human-resources policies and programs are adequate, including for process safety."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Administrative
* See the Owner/Operator's policies and programs for the facility on:
- safety, training, contractors, and human resources, which also cover
> substance abuse or other potential causes of inadequate performance and
> communications and consequences if safety or other rules are not followed,
- ammonia-refrigeration process-safety management (PSM), in particular
> employee participation,
> process-hazard analysis,
> procedures, for operations and maintenance,
> annual review and certification of procedures, as applicable,
> training on operating and maintenance procedures, and
> contractor program.
* This includes the general expectation that employees or contractors will seek assistance if unsure about a task, before or after they start the task, which is communicated:
- through both training and informal methods,
- including on-the-job training combined with observation by and demonstration to supervisors or more experienced employees or contractors."
"Existing Safeguard"|"Security, of the facility, no shortcomings discovered by the PHA team."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
* See recommended actions in the PHA report on:
[VERIFY BELOW AND LIST ANYTHING THAT NEEDS REVIEW OR ATTENTION SUCH AS:
- CONTROLS REMOTE ACCESS AND CYBER SECURITY,
- ANY OUTDOOR OIL DRAINS THAT ARE NOT SECURED BY LOCKS OR FENCES WITH LOCKED GATES...]
* Security of the facility,
- was reviewed in overview by the PHA team but was not rigorously evaluated,
- is also driven by food-security requirements.
* Cyber security: see the
- information-technology policies of the facility's Owner/Operator.
* Human security: see the
- contractor and human resources policies of the facility's Owner/Operator.
* Physical security at the facility includes:
- the ammonia-refrigeration system is located in buildings, in outdoor areas, or on roofs, to which access is controlled by reasonably secure
> door or gates that are locked or attended,
> fences, 
> walls, and
> windows, air inlet or exhausts, or other building openings -- with locks, bars, grills, or grating as needed,
- attended at all times (24/7),
- exterior lighting where reasonably needed,
- security cameras that monitor and record where reasonably needed."
"Existing Safeguard"|"Separation of ammonia refrigeration from people is adequate and considered in change management."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering: Greater Separation
For/at the facility, the ammonia-refrigeration system:
* valves, control and stop, [ALL, MOST, OR DESCRIBE] are located in the refrigerating-machinery room, in mechanical penthouses, above roofs, or outdoors;
* [AMMONIA REFRIGERATION EQUIPMENT OR PIPING IS ALL LOCATED IN THE REFRIGERATING-MACHINERY ROOM, IN MECHANICAL PENTHOUSES, ABOVE ROOFS, OR OUTDOORS
-- OR --
DESCRIBE ANY EQUIPMENT THAT IS NOT];
* change management includes documenting that ammonia-refrigeration equipment and piping, installed as part of a change, were separated from people to the extent practical, such as by locating them in refrigerating-machinery rooms, mechanical penthouses, above roofs, or outdoors.
[VERIFY ABOVE.]
* Tornado shelters and access to them [CONSIDER THEIR SEPARATION FROM AMMONIA REFRIGERATION.]"
"Existing Safeguard"|"Sight glasses -- none are linear or tubular, and all are built and inspected properly."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
See the facility's maintenance-management system."
"Existing Safeguard"|"Temperatures of equipment and piping are kept above their minimum design metal temperature (MDMT)."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
The facility's ammonia-refrigeration system:
* is normally operated, by its automated controls, with suction pressures and temperatures between [____to ____] pounds per square inch gauge (PSIG) and [____to ____] Fahrenheit (F), so
- equipment (including pressure vessels) and piping are normally well above their -20 F or lower MDMT,
- [DESCRIBE ANY BELOW -20 F PORTIONS OF THE SYSTEM AND THEIR MDMT],
* is only opened by authorized personnel, who are trained to 
- pump down isolated equipment and piping to a suction pressure above their MDMT for long enough to remove liquid ammonia, 
- before, if needed, venting them to atmospheric pressure or pumping them down to lower pressures, and so 
- avoid cooling equipment and piping below their MDMT.
* Outdoor temperatures at the facility are rarely below -20 F; the record low was [INSERT RECORD LOW] F on [MONTH DAY, YEAR], in [NEAREST LOCATION WITH SIMILAR WEATHER], but
- insulation and refrigerant circulating in piping would keep most, not all, piping above extremely low outdoor temperatures,
- at low outdoor temperatures, internal pressures would typically be much lower than design pressures, so typically only external loads or shocks could to initiate a brittle fracture,
- no piping wall thicknesses exceed 1/4-inch [VERIFY -- TYPICALLY TRUE FOR 16' AND SMALLER PIPE SIZES] (brittle fracture is more likely in thicker steel)
- all vessels except [LIST ANY VESSELS LOCATION OUTSIDE] are located indoors and the outdoor vessels have a low likelihood of brittle fracture for the following additional reasons
> [LIST ANY REASONS, FOR EXAMPLE, FOR AN OUTDOOR HIGH-PRESSURE RECEIVER, THESE MAY INCLUDE]
> the vessel has been post-weld heat treated and has a steel-wall thickness of [THICKNESS],
> the vessel typically contains only suction pressure and has a MAWP of [TYPICALLY SEVERAL TIMES HIGHER THAN SUCTION PRESSURE]."
"Existing Safeguard"|"Transfer system and its piping are adequately built, controlled, located, inspected, tested, and maintained."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
[SEE TRANSFER SYSTEM SCENARIOS AND CHECK DETAILS, INCLUDING VERIFYING THAT:]
* Liquid ammonia is unlikely to flow from larger vessels, through the transfer system, and into the relief-vent (RV) piping, even during a fire."
"Existing Safeguard"|"Valves are present where needed for maintenance and leak mitigation, with adequate backup and access."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
In the facility's ammonia-refrigeration system,
* if one stop valve is stuck, a valve upstream of it can be closed, in almost all cases;
* all piping leading to each equipment package has either
- just a stop valve near the equipment package or
- a control valve serving the equipment package, with a stop valve on either side of it;
* a King valve, automatic, is properly installed, in series with the hand King valve and can be shut by or using either
- an E-stop button/switch or
- a refrigerating-machinery room ammonia sensor,
- see existing safeguards about the refrigerating-machinery room and its safety systems;
* a King valve, stop, is accessible from the floor and not in a cramped location and so
- it would normally be accessible to emergency responders wearing self-contained breathing apparatus (SCBA) and protective suits.
* Stop valves are also called hand valves or shutoff valves."
"Existing Safeguard"|"Vehicle or heavy cart traffic are unlikely to damage ammonia-refrigeration equipment, piping, or supports."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering: Greater Separation
At the facility,
* adequate guarding is in place where vehicle or heavy cart traffic comes close to ammonia-refrigeration equipment, piping, or supports, including
- [NOTE AREAS WITH EQUIPMENT OR PIPING NEAR TRAFFIC THAT ESPECIALLY REQUIRES GUARDING]
* most ammonia-refrigeration equipment and piping is located
- in the refrigerating-machinery room, an authorized personnel only room, with less-frequent and carefully-done moving of heavy stuff,
- in mechanical penthouses, or
- above the roof,
* pipe with thicker walls is used for any threaded and 1-1/2' and smaller ammonia-refrigeration piping, except some tubing integral to compressor and other equipment packages. See the applicable edition of IIAR 2."
